1.017241379310345,0.0,0.0,0.0,0.0,0.0
0.0,1.017241379310345,0.0,0.0,0.0,0.0
0.0,0.0,1.017241379310345,0.0,0.0,0.0
0.0,0.0,0.0,1.017241379310345,0.0,0.0
0.0,0.0,0.0,0.0,1.017241379310345,0.0
0.0,0.0,0.0,0.0,0.0,1.017241379310345
1.5592893685612168,0.0,0.0,0.0,0.0,0.0
0.0,1.5592893685612168,0.0,0.0,0.0,0.0
0.0,0.0,1.5592893685612168,0.0,0.0,0.0
0.0,0.0,0.0,1.5592893685612168,0.0,0.0
0.0,0.0,0.0,0.0,1.5592893685612168,0.0
0.0,0.0,0.0,0.0,0.0,1.5592893685612168
2.1288608725041542,0.0,0.0,0.0,0.0,0.0
0.0,2.1288608725041542,0.0,0.0,0.0,0.0
0.0,0.0,2.1288608725041542,0.0,0.0,0.0
0.0,0.0,0.0,2.1288608725041542,0.0,0.0
0.0,0.0,0.0,0.0,2.1288608725041542,0.0
0.0,0.0,0.0,0.0,0.0,2.1288608725041542
2.7278910501277762,0.0,0.0,0.0,0.0,0.0
0.0,2.7278910501277762,0.0,0.0,0.0,0.0
0.0,0.0,2.7278910501277762,0.0,0.0,0.0
0.0,0.0,0.0,2.7278910501277762,0.0,0.0
0.0,0.0,0.0,0.0,2.7278910501277762,0.0
0.0,0.0,0.0,0.0,0.0,2.7278910501277762
3.3581443535904527,0.0,0.0,0.0,0.0,0.0
0.0,3.3581443535904527,0.0,0.0,0.0,0.0
0.0,0.0,3.3581443535904527,0.0,0.0,0.0
0.0,0.0,0.0,3.3581443535904527,0.0,0.0
0.0,0.0,0.0,0.0,3.3581443535904527,0.0
0.0,0.0,0.0,0.0,0.0,3.3581443535904527
4.0213735036858802,0.0,0.0,0.0,0.0,0.0
0.0,4.0213735036858802,0.0,0.0,0.0,0.0
0.0,0.0,4.0213735036858802,0.0,0.0,0.0
0.0,0.0,0.0,4.0213735036858802,0.0,0.0
0.0,0.0,0.0,0.0,4.0213735036858802,0.0
0.0,0.0,0.0,0.0,0.0,4.0213735036858802
4.7193760776583868,0.0,0.0,0.0,0.0,0.0
0.0,4.7193760776583868,0.0,0.0,0.0,0.0
