5.4,37,83,100,100
5.4,31.5,80.5,100,100
5.4,24.5,73.5,100,100
5.4,16.25,63,100,100
5.4,6.75,51.5,100,100
5.4,46,39,3.25,100
5.4,39.5,26.5,12.75,100
5.4,32.5,13.5,21.75,100
5.4,25,0,30.25,100
5.4,17,17,38.25,13
5.4,8.5,7.5,46.75,25.5
5.4,4.25,53.5,0.5,1.5
5.4,39.25,51,5.75,10
5.4,32.25,49,15.25,18
5.4,25.75,47.5,24.75,25.5
5.4,19.75,46.5,33.75,32.5
5.4,14.25,45.5,42.25,39
5.4,9.25,44.25,50.25,45
5.4,4.75,43.25,57.75,50.5
5.4,0.75,41.75,64.75,55.5
5.4,86,39.75,2.75,60
5.4,83.25,37.5,5.75,64
5.4,80.25,35.25,8.25,67.5
5.4,76.75,33.5,11.25,70.5
5.4,73.75,32.25,13.75,73
5.4,71.25,30.5,16,75
5.4,69.25,28.25,18.75,76.5
5.4,67,26,21.25,77.5
5.4,65,23.5,24,78.5
5.4,63,20.5,26.25,79.5
5.4,61.5,17.5,28.5,80.5
5.4,60,14,31.25,81.5
5.4,58.5,10.5,33.5,82.5
5.4,57,6.5,35.25,84
5.4,55.5,2,36.5,86
5.4,54.25,74.25,37.5,3
5.4,53,70.75,38.5,7.5
5.4,52,65,39.5,11.5
5.4,51,52.5,40.5,15.75
5.4,50,40,42,20.25
5.4,48.5,27.5,43.75,24.5
5.4,47.5,15.25,45.75,29.25
5.4,46.5,2.5,47.25,34.5
5.4,45.5,32.25,48.25,9.75
5.4,44.25,24.75,49.25,21.5
5.4,43,16.75,50.25,32.75
5.4,41.25,8.25,51.25,43.5
5.4,40,0,52.75,53.75
5.4,39,38,54.25,8.25
5.4,38,35.5,56.25,16.25
5.4,37,33.5,57.75,24
5.4,35.5,32,59.75,32.25
5.4,34.5,31,61.25,40
5.4,33,30,63,47.25
5.4,32,29,64.25,54
6.75,31,21,65.75,100
8.1,30,14.75,66.75,100
9,100,8.75,100,100
9,100,3.25,100,100
9,100,44.75,100,2.5
7.65,26.5,41,67.75,8.75
6.3,25.75,37.75,68,15.5
5.4,25,25.5,68.25,85
5.4,24.75,26.5,67.75,85.25
5.4,24.5,27.5,67.5,85
5.4,24.5,28.25,67.5,84.25
5.4,24.5,29,67.25,83.25
5.4,24.5,29.25,66.5,82.25
5.4,24.25,29.25,66,81.25
5.4,23.5,28.75,65.5,80.25
5.4,22.5,28.75,64.5,79.25
5.4,21.25,28.75,64,78.25
5.4,19.5,28.25,63.25,77.25
5.4,18,27.75,62.75,76.25
5.4,15,26,62.75,76.25
5.4,10.5,23.75,64,77.25
5.4,5.5,21.25,65,78.25
5.4,0,18.75,66,79.25
5.4,33.5,16.5,6,80.5
5.4,25.5,13.75,12.5,81.5
5.4,17,11.5,19.5,82.5
5.4,8.5,9.75,27,83.5
5.4,0,8.25,35,84.5
6.75,50.5,30.75,8,100
8.1,47,29.75,16.5,100
9,100,28.75,100,100
9,100,27.75,100,100
9,100,26.75,100,100
9,100,25.75,100,100
9,100,24.75,100,100
9,100,23.75,100,100
9,100,23.75,100,100
9,100,23.75,100,100
9,100,23.75,100,100
9,100,23.75,100,100
9,100,23.75,100,100
9,100,23.75,100,100
9,100,23.75,100,100
9,100,23.75,100,100
9,100,23.25,100,100
9,100,23,100,100
7.65,35.5,23,98,100
6.3,35,23,98,100
5.4,35,88,98,6.5
4.05,23,88,100,6.5
2.7,22.75,88,100,7
1.8,22.25,100,100,100
1.8,21.25,100,100,100
1.8,19.75,100,100,100
1.8,17.75,100,100,100
1.8,15.25,100,100,100
1.8,12.25,100,100,100
1.8,8.75,100,100,100
1.8,4.75,100,100,100
1.8,0.25,100,100,100
1.8,8.5,100,4.75,100
1.8,31.25,100,2.25,100
1.8,27.25,100,12.75,100
1.8,23.75,100,22.75,100
1.8,20.75,100,29.75,100
1.8,17.25,100,38,100
1.8,14.25,100,46,100
1.8,11.75,100,53.5,100
1.8,9.75,100,60.5,100
1.8,8.25,100,67,100
1.8,7.25,100,73,100
1.8,6.25,100,78.5,100
1.8,5.25,100,83.5,100
1.8,4.25,100,88,100
1.8,3.25,100,92,100
1.8,2.25,100,95.5,100
1.8,2.25,100,97.5,100
1.8,3.25,100,98,100
1.8,5.25,100,97,100
1.8,7.25,100,95.5,100
1.8,9.25,100,93.5,100
1.8,11.25,100,91.5,100
1.8,13.25,100,89.5,100
1.8,15.25,100,87.5,100
3.15,17.25,26.5,85.5,76.75
4.5,19.25,24,83.5,74.75
5.4,41,21.25,100,72.75
6.75,43,23.25,100,79.5
8.1,45,25.25,100,77.5
9,100,27.25,100,75.5
9,100,28.25,100,74.5
9,100,28.25,100,74.5
9,100,27.25,100,75.5
9,100,26.25,100,76.5
9,100,25.25,100,77.5
9,100,24.25,100,78.5
9,100,23.25,100,79.5
9,100,22.25,100,80.5
9,100,20.75,100,81.5
9,100,19.25,100,82.5
9,100,17.25,100,83.5
9,100,15.25,100,84.5
9,100,13,100,85.5
9,100,10.75,100,86.5
9,100,8,100,87.5
9,100,5.25,100,88.5
9,100,3,100,89.5
9,100,1,100,90.5
9,100,80.5,100,0.75
9,100,78.75,100,3
9,100,76.75,100,5.25
9,100,75.25,100,7.25
7.65,27,74.25,100,8.75
6.3,26,72.75,100,10.75
5.4,25,89,100,30.5
5.4,24,87.75,100,31.5
5.4,23,86,100,32.5
5.4,22,83.75,100,33.5
5.4,21,81,100,34.5
5.4,19.5,77.75,100,35.5
5.4,18.5,74,100,36.5
5.4,17.5,69.75,100,37.5
5.4,16,65,100,38.5
5.4,15,59.75,100,39.5
5.4,14,54,100,40.5
5.4,13,47.75,100,41.5
5.4,12,41,100,42.5
5.4,11,33.75,100,43.75
5.4,9.5,26,100,45.5
5.4,8,17.75,100,46.75
5.4,6.5,9,100,48.5
5.4,5,24.25,100,0.25
5.4,3.75,20.25,100,10
5.4,2.25,16,100,20.25
5.4,1.25,12.25,100,30
5.4,55.5,8.75,0.25,39.75
5.4,48.25,4.75,2.25,49
5.4,41.25,1.25,4.75,57.75
5.4,34.25,80.75,7.75,2
5.4,27.75,77,11.25,5.5
4.05,44,73.75,95.5,8.75
2.7,42.5,70.75,96.5,12.5
1.8,41.5,100,97.5,100
1.8,40.5,100,98.5,100
1.8,39,100,99.5,100
1.8,38,100,100,100
1.8,36.75,100,100,100
1.8,35.75,100,100,100
1.8,34.75,100,100,100
1.8,33.75,100,100,100
1.8,32.75,100,100,100
