5.4,35,84,100,100
5.4,34,82,100,100
5.4,31.5,78.5,100,100
5.4,28,74.5,100,100
5.4,20,69,100,100
5.4,11.5,63,100,100
5.4,2.5,55,100,100
5.4,8.5,46,6,100
5.4,3,36.5,15,100
5.4,40.25,27,2.5,100
5.4,38.5,17.5,8.5,100
5.4,37,8,14.75,100
5.4,34,23.25,21.5,2.5
5.4,29.5,17.25,28.75,14
5.4,23.5,10.75,36.5,26
5.4,17,4.75,43.75,37.5
5.4,10,100,50.5,0.75
4.05,23.75,99.75,100,5.75
2.7,22.25,98.75,100,11.25
1.8,20.25,100,100,100
1.8,18.25,100,100,100
1.8,15.75,100,100,100
1.8,12.75,100,100,100
1.8,9.75,100,100,100
1.8,7.25,100,100,100
1.8,5,100,100,100
1.8,2.75,100,100,100
1.8,1,100,100,100
1.8,70.5,100,1,100
1.8,69.5,100,3.25,100
1.8,68.5,100,5.25,100
1.8,67.5,100,7.5,100
1.8,66.5,100,9.75,100
1.8,65.5,100,12,100
1.8,64.25,100,14,100
1.8,63.25,100,16.25,100
1.8,62.25,100,18.5,100
1.8,61,100,21.25,100
1.8,59.25,100,24.5,100
1.8,58,100,27.25,100
1.8,56.75,100,30,100
1.8,55,100,32.75,100
1.8,52.75,100,36,100
1.8,50,100,38.75,100
1.8,46.75,100,41,100
1.8,43.75,100,43.25,100
1.8,40.25,100,45.5,100
1.8,36.25,100,47.5,100
1.8,32.25,100,49,100
1.8,28.75,100,50.5,100
1.8,24.75,100,51.5,100
1.8,20.25,100,52.5,100
1.8,16,100,53.5,100
1.8,12,100,55,100
1.8,7.5,100,56.75,100
1.8,3,100,58,100
1.8,52.25,100,1,100
1.8,48,100,5.5,100
1.8,44,100,10.5,100
1.8,39.75,100,15.25,100
1.8,35.5,100,20.5,100
1.8,31,100,25.5,100
1.8,27,100,30.5,100
1.8,23.5,100,36,100
1.8,20.5,100,42,100
1.8,18,100,48.5,100
1.8,16,100,54.5,100
1.8,13.75,100,60,100
1.8,11.25,100,65,100
1.8,9.25,100,69.5,100
1.8,7.75,100,73.5,100
1.8,6.5,100,77,100
1.8,5.5,100,80,100
1.8,4,100,83.25,100
1.8,2.75,100,86,100
1.8,1.25,100,88.25,100
1.8,80.25,100,0.75,100
1.8,76.25,100,2.75,100
1.8,71.75,100,5,100
1.8,67.75,100,6,100
1.8,63.25,100,7.25,100
1.8,58.25,100,8.25,100
1.8,47.75,100,9.5,100
1.8,36.25,100,11.25,100
1.8,24.75,100,13.5,100
1.8,13.25,100,16.25,100
1.8,2,100,19.5,100
1.8,17.75,100,9.25,100
1.8,9.25,100,20.25,100
1.8,0.25,100,31,100
1.8,27,100,8.25,100
1.8,22.25,100,16.75,100
1.8,18,100,25.5,100
1.8,14.25,100,33.75,100
1.8,11,100,41.75,100
1.8,8.25,100,49.25,100
1.8,6,100,56.25,100
1.8,4.25,100,62.75,100
1.8,3,100,68.75,100
1.8,2.25,100,74.25,100
1.8,2,100,79.25,100
1.8,2,100,83.75,100
1.8,2,100,87.75,100
1.8,2,100,91.25,100
1.8,2,100,94.25,100
1.8,2,100,96.75,100
1.8,2,100,98.75,100
1.8,2,100,100,100
1.8,2,100,100,100
1.8,2,100,100,100
1.8,2,100,100,100
1.8,2,100,100,100
1.8,2,100,100,100
1.8,2,100,100,100
1.8,2,100,100,100
1.8,1.75,100,100,100
1.8,1.5,100,100,100
1.8,0.75,100,100,100
1.8,86.5,100,0.5,100
1.8,81.75,100,1.5,100
1.8,76.5,100,3,100
1.8,69.75,100,5.5,100
3.15,63.5,17,8.5,100
4.5,57.5,12,12,100
5.4,13.25,6.5,53.25,100
5.4,9.75,0.5,55.5,100
5.4,6.25,11,57.25,6
5.4,3,4.25,59,13
5.4,56.25,89.75,0.5,2
4.05,25.25,88.75,41.25,7.75
2.7,19.75,87.75,46.75,14
1.8,14.75,100,52.75,100
1.8,10.25,100,58.5,100
1.8,6.25,100,64,100
1.8,2.75,100,69.25,100
1.8,92.5,100,0.25,100
1.8,91.5,100,2.75,100
1.8,90.5,100,4.75,100
1.8,89.5,100,6.25,100
1.8,88.5,100,7.75,100
1.8,87.5,100,8.75,100
1.8,86.5,100,10.25,100
1.8,85.5,100,11.25,100
1.8,84.5,100,12.25,100
1.8,83.5,100,13.5,100
1.8,82.5,100,14.5,100
1.8,81.5,100,15.5,100
1.8,80.5,100,16.5,100
1.8,79.5,100,17.5,100
1.8,78.5,100,18.5,100
1.8,77.5,100,20,100
1.8,76.5,100,21,100
1.8,75.5,100,22.25,100
3.15,74.5,64.5,23.25,100
4.5,73.5,63.5,24.75,100
5.4,42.25,62.5,52.5,100
5.4,41,61,54.25,100
5.4,39.75,59,55.5,100
5.4,38,56.5,56.5,100
5.4,36.5,53.5,57.75,100
5.4,35.25,50,58.75,100
5.4,33.75,46,60,100
5.4,32,41.5,61.75,100
5.4,30.25,36.5,63.25,100
5.4,28,31,65,100
5.4,25.25,25,67,100
5.4,22,18.5,69.5,100
5.4,18.25,12.25,71.5,100
5.4,14,6,73,100
5.4,9.25,0,74.25,100
5.4,4,55,75.5,6
5.4,48.25,52.25,1.75,11.75
5.4,43.5,50,7.75,18
5.4,38.25,48,13.75,23.75
5.4,33,45.75,20,29
5.4,27.25,44,25.75,33.75
5.4,21,42.25,32,38
5.4,14.5,40.75,38.75,41.75
5.4,8,39.25,45.25,45.25
5.4,1,38.25,52,48.25
6.75,60,34.75,6,88.5
8.1,56.75,33.75,13.5,89.5
9,100,32.75,100,90.5
9,100,31.75,100,91.5
9,100,30.75,100,92.5
9,100,29.75,100,93.5
9,100,28.75,100,94.5
9,100,27.25,100,95.5
9,100,26.25,100,96.5
9,100,24.75,100,97.5
9,100,23.75,100,98.5
9,100,22.75,100,99.5
9,100,22.75,100,99.5
9,100,22.25,100,99.5
9,100,23.25,100,98.5
9,100,25.25,100,96.5
9,100,26.25,100,95.5
9,100,27.25,100,94.5
9,100,27.75,100,93.5
9,100,27.75,100,93.5
9,100,26.5,100,94.5
9,100,25.5,100,95.5
9,100,25.5,100,95.5
9,100,25.5,100,95.5
9,100,25.5,100,95.5
9,100,24.5,100,96.5
9,100,23.5,100,97.5
7.65,15.25,22.5,100,98.5
6.3,10,21.5,100,99.5
6.3,5,20.5,100,100
6.3,62.5,19.5,0.5,100
7.65,61,18.5,6.5,100
9,100,17,100,100
9,100,16,100,100
9,100,15,100,100
9,100,14,100,100
9,100,13,100,100
9,100,12,100,100
9,100,11,100,100
9,100,10,100,100
9,100,9,100,100
9,100,8,100,100
9,100,6.75,100,100
9,100,5.75,100,100
9,100,4.75,100,100
9,100,3.25,100,100
9,100,1.5,100,100
9,100,92,100,0.75
9,100,89.75,100,2.5
9,100,87.5,100,4
9,100,85,100,5
9,100,83,100,6.25
9,100,80.5,100,7.25
9,100,78.5,100,8.25
7.65,27,76.75,100,9.5
6.3,24.75,74.5,100,11.25
5.4,23,46,100,50.5
5.4,21,44.75,100,51.5
5.4,18.5,43.75,100,52.5
5.4,16.5,42.25,100,53.5
5.4,15,41,100,54.5
5.4,13.5,39.5,100,56
5.4,11.75,38,100,57.25
5.4,9.75,36.75,100,58.75
5.4,8,35.75,100,60.25
5.4,5.75,34.75,100,61.25
5.4,3.25,33.75,100,62.75
5.4,0.25,32.25,100,63.75
5.4,58,30.5,3,65
5.4,50,29.25,6.75,66.25
5.4,41.5,28.25,10.5,68
5.4,32.5,27.25,14.75,69.25
5.4,23,26.25,19.5,70.25
5.4,13,25.25,24.75,71.25
5.4,2.5,23.75,30.5,72.5
5.4,14.25,22.75,8.5,73.5
5.4,7.5,21.75,20,75
5.4,1.25,20.75,31.5,76
6.75,100,29.75,4.5,87.5
8.1,99.25,26.5,10.75,88.5
9,100,23,100,89.5
9,100,19,100,90.5
9,100,15,100,91.5
9,100,10.75,100,92.5
9,100,6.25,100,93.5
9,100,2.25,100,94.5
9,100,65.5,100,2
9,100,62.5,100,6.5
9,100,60,100,10.75
9,100,57.5,100,15
9,100,55,100,19.5
9,100,52,100,24.25
9,100,49.5,100,29.25
9,100,47.25,100,33.75
9,100,44.5,100,37.75
9,100,42.25,100,41.25
9,100,40,100,44.25
9,100,38.25,100,47.25
9,100,36.5,100,50
9,100,34.25,100,53.25
9,100,32,100,56
9,100,29.25,100,58.5
9,100,27,100,61.5
9,100,24.25,100,64
9,100,22,100,66
9,100,20,100,67.75
9,100,18.25,100,69.5
9,100,16.25,100,71.75
9,100,15.5,100,73.5
9,100,13.25,100,75.75
9,100,12.25,100,76.5
9,100,12.75,100,75.75
9,100,14.25,100,74
9,100,14.5,100,73.5
7.65,15,15,100,72.5
6.3,8,15,100,71.5
6.3,1.25,14.5,100,70.5
7.65,46,14,6,69.5
9,100,13.5,100,68.5
9,100,11.75,100,68.5
9,100,9.5,100,69.5
9,100,7.75,100,70.75
9,100,5.5,100,71.75
9,100,3.5,100,73
9,100,1,100,74
9,100,86,100,1
9,100,84.75,100,2.5
9,100,83.75,100,4
9,100,82.75,100,5.75
