0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0.0086094,0.86094,0,0.0049329,0.49329
8.61E-05,0.023618,1.5009,4.93E-05,0.014109,0.91757
0.00033456,0.043007,1.9389,0.00019041,0.026889,1.278
0.00081268,0.064987,2.198,0.0004593,0.042704,1.5815
0.0015799,0.088004,2.3017,0.00088634,0.061057,1.8353
0.0026887,0.11073,2.2725,0.0014969,0.081519,2.0462
0.0041864,0.13204,2.1308,0.0023121,0.10372,2.22
0.0061152,0.15099,1.8949,0.0033493,0.12733,2.3616
0.0085137,0.1668,1.581,0.0046227,0.15208,2.4748
0.011417,0.17883,1.2029,0.0061436,0.17771,2.5624
0.014857,0.18656,0.7731,0.0079208,0.20397,2.6267
0.018864,0.18958,0.30204,0.0099608,0.23066,2.6689
0.023466,0.18757,-0.20102,0.012268,0.25756,2.69
0.028686,0.18029,-0.72812,0.014844,0.28447,2.6902
0.034548,0.16756,-1.2723,0.017689,0.31116,2.6698
0.041072,0.14928,-1.8277,0.020801,0.33745,2.6284
0.048276,0.12539,-2.3891,0.024177,0.36311,2.5659
0.056174,0.095875,-2.9519,0.027809,0.38792,2.4818
0.064779,0.060755,-3.512,0.03169,0.41169,2.3761
0.0741,0.020097,-4.0658,0.035808,0.43417,2.2487
0.084143,-0.026002,-4.6099,0.040151,0.45517,2.0999
0.09491,-0.077411,-5.1409,0.044705,0.47447,1.9302
0.1064,-0.13397,-5.6557,0.049451,0.49188,1.7408
0.11861,-0.19548,-6.151,0.054372,0.50721,1.5329
0.13154,-0.26172,-6.6237,0.059445,0.5203,1.3085
0.14516,-0.33242,-7.0705,0.06465,0.53099,1.0698
0.15948,-0.4073,-7.4883,0.06996,0.53918,0.81912
0.17447,-0.48604,-7.874,0.075353,0.54478,0.55935
0.19011,-0.56829,-8.2247,0.0808,0.54771,0.29341
0.20639,-0.65367,-8.538,0.086277,0.54796,0.024273
0.22329,-0.74178,-8.8114,0.091754,0.5455,-0.24504
0.24079,-0.83222,-9.0431,0.097207,0.54039,-0.51161
0.25885,-0.92453,-9.2317,0.10261,0.53266,-0.77265
0.27746,-1.0183,-9.3762,0.10793,0.52241,-1.0255
0.2966,-1.1131,-9.476,0.11315,0.50973,-1.2679
0.31625,-1.2084,-9.5309,0.11824,0.49475,-1.4977
0.33637,-1.3038,-9.5412,0.12318,0.47762,-1.7129
0.35696,-1.3989,-9.5076,0.12794,0.4585,-1.912
0.37799,-1.4932,-9.4309,0.13252,0.43757,-2.0936
0.39945,-1.5861,-9.2967,0.13688,0.41509,-2.2476
0.42133,-1.677,-9.0857,0.14102,0.39152,-2.3571
0.4436,-1.7643,-8.7334,0.14492,0.36757,-2.3953
0.46628,-1.8483,-8.3942,0.14858,0.3432,-2.437
0.48937,-1.9286,-8.0303,0.152,0.31859,-2.4608
0.51286,-2.005,-7.6442,0.15517,0.29392,-2.467
0.53676,-2.0774,-7.2386,0.15809,0.26936,-2.4559
0.56107,-2.1456,-6.8163,0.16077,0.24507,-2.4284
0.58579,-2.2094,-6.3801,0.16321,0.22122,-2.3854
0.61093,-2.2687,-5.9333,0.1654,0.19794,-2.3285
0.6365,-2.3235,-5.4788,0.16737,0.17535,-2.259
0.66249,-2.3737,-5.0198,0.1691,0.15356,-2.1787
0.68893,-2.4193,-4.5593,0.17063,0.13267,-2.0894
0.71581,-2.4603,-4.1001,0.17194,0.11274,-1.9929
0.74315,-2.4967,-3.6451,0.17305,0.093824,-1.8912
0.77095,-2.5287,-3.1969,0.17398,0.075963,-1.7861
0.79922,-2.5563,-2.7579,0.17473,0.059168,-1.6795
0.82798,-2.5796,-2.3303,0.17531,0.043438,-1.573
0.85722,-2.5987,-1.9159,0.17573,0.028753,-1.4684
0.88696,-2.6139,-1.5166,0.17601,0.015081,-1.3672
0.91721,-2.6252,-1.1336,0.17615,0.0023735,-1.2708
0.94798,-2.6329,-0.7683,0.17617,-0.0094316,-1.1805
0.97927,-2.6371,-0.42159,0.17607,-0.020407,-1.0976
1.0111,-2.6381,-0.094324,0.17586,-0.030638,-1.0231
1.0434,-2.6359,0.21281,0.17554,-0.040219,-0.9581
1.0763,-2.631,0.49919,0.17514,-0.049255,-0.90366
1.1098,-2.6233,0.76425,0.17464,-0.057863,-0.8608
1.1438,-2.6132,1.0074,0.17406,-0.066169,-0.83057
1.1783,-2.601,1.2279,0.1734,-0.074311,-0.81416
1.2134,-2.5867,1.425,0.17265,-0.08244,-0.8129
1.249,-2.5707,1.5976,0.17182,-0.090723,-0.82833
1.2852,-2.5533,1.7446,0.17092,-0.099346,-0.86225
1.3219,-2.5346,1.8646,0.16992,-0.10851,-0.91675
1.3592,-2.5151,1.9562,0.16884,-0.11846,-0.99421
1.3969,-2.4949,2.018,0.16765,-0.12943,-1.0972
1.4352,-2.4744,2.0495,0.16636,-0.14171,-1.2284
1.474,-2.4539,2.051,0.16494,-0.15561,-1.39
1.5132,-2.4336,2.025,0.16339,-0.17145,-1.5838
1.5529,-2.4139,1.9765,0.16167,-0.18955,-1.81
1.5929,-2.3947,1.9143,0.15978,-0.21022,-2.067
1.6333,-2.3762,1.8505,0.15768,-0.23373,-2.3514
1.674,-2.3582,1.8007,0.15534,-0.26031,-2.6574
1.7149,-2.3404,1.7819,0.15274,-0.29008,-2.9776
1.7561,-2.3223,1.8109,0.14984,-0.32312,-3.3041
1.7974,-2.3033,1.9021,0.1466,-0.35942,-3.6295
1.8388,-2.2703,3.2964,0.14301,-0.38147,-2.2051
1.8803,-2.2321,3.8183,0.13919,-0.40368,-2.2212
1.9219,-2.1896,4.2503,0.13515,-0.42721,-2.3525
1.9636,-2.142,4.7655,0.13087,-0.45192,-2.4714
2.0054,-2.0884,5.3536,0.12634,-0.47772,-2.5793
2.047,-2.0284,6.0008,0.12156,-0.50451,-2.6792
2.0886,-1.9615,6.6905,0.1165,-0.53225,-2.7745
2.1301,-1.8875,7.405,0.11116,-0.56094,-2.8685
2.1713,-1.8062,8.1257,0.10553,-0.59058,-2.9642
2.2123,-1.7179,8.835,0.099593,-0.62121,-3.0632
2.253,-1.6227,9.5172,0.09335,-0.65286,-3.1653
2.2934,-1.5211,10.16,0.086784,-0.68554,-3.2679
2.3333,-1.4135,10.758,0.079887,-0.7192,-3.3655
2.3727,-1.3004,11.308,0.072646,-0.7537,-3.4499
2.4115,-1.1823,11.817,0.065055,-0.7888,-3.5108
2.4497,-1.0593,12.294,0.057107,-0.82417,-3.5368
2.4872,-0.93178,12.753,0.0488,-0.85934,-3.5167
2.524,-0.79973,13.205,0.040136,-0.89375,-3.4412
2.5601,-0.66307,13.666,0.031123,-0.92678,-3.303
